Account_Number,Customer_Name,Invoice_Group,Total
QA20,ALTON GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,192
QA20,ALTON GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,1357
QA20,ALTON GARDEN CENTRE,10cm Pot Chilli Tray of 10,633.6
QA20,ALTON GARDEN CENTRE,10cm Pot Heritage Tomato,192
QA20,ALTON GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QA20,ALTON GARDEN CENTRE,1L Pot Herb Tray of 8,679.36
QA20,ALTON GARDEN CENTRE,1L Pot Veg Tray of 8,398.4
QA20,ALTON GARDEN CENTRE,8.5cm Pot Herb Tray of 18,1272.96
QA20,ALTON GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,356.4
QA20,ALTON GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,270.72
QA20,ALTON GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,1909.44
QA20,ALTON GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,1179.36
QA20,ALTON GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA20,ALTON GARDEN CENTRE,Bare root Wallflowers,0
QA20,ALTON GARDEN CENTRE,Point of Sale,0
QA20,ALTON GARDEN CENTRE,Q Sleeve Wallflowers,282
QA20,ALTON GARDEN CENTRE,Strawberry Carry Packs Tray of 6,535.44
QA20,ALTON GARDEN CENTRE,Strip Vegetables Tray of 6,2808.6
QA20,ALTON GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,174.6
QA105,ANGEL GARDENS,10cm Bean/Pea Range - Trays of 10,0
QA105,ANGEL GARDENS,10cm Grafted Vegetable Trays of 10,0
QA105,ANGEL GARDENS,10cm Pot Chilli Tray of 10,0
QA105,ANGEL GARDENS,10cm Pot Heritage Tomato,12
QA105,ANGEL GARDENS,10cm Sweet Potato Tray of 10,0
QA105,ANGEL GARDENS,1L Pot Herb Tray of 8,200.72
QA105,ANGEL GARDENS,1L Pot Veg Tray of 8,0
QA105,ANGEL GARDENS,8.5cm Pot Herb Tray of 18,74.88
QA105,ANGEL GARDENS,8.5cm Pot Strawberry Tray of 18,0
QA105,ANGEL GARDENS,8.5cm Pot Sweet Pea Tray of 18,33.84
QA105,ANGEL GARDENS,8.5cm Pot vegetables Tray of 18,182.52
QA105,ANGEL GARDENS,8.5cm Premium Pot Veg Tray of 18,15.12
QA105,ANGEL GARDENS,8.5cm Wildflower Tray of 18,0
QA105,ANGEL GARDENS,Bare root Wallflowers,0
QA105,ANGEL GARDENS,Point of Sale,0
QA105,ANGEL GARDENS,Q Sleeve Wallflowers,0
QA105,ANGEL GARDENS,Strawberry Carry Packs Tray of 6,58.2
QA105,ANGEL GARDENS,Strip Vegetables Tray of 6,492.9
QA105,ANGEL GARDENS,Sweet Pea Carry Packs Tray of 6,23.28
QA111,ANSELL GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,192
QA111,ANSELL GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,678.5
QA111,ANSELL GARDEN CENTRE,10cm Pot Chilli Tray of 10,316.8
QA111,ANSELL GARDEN CENTRE,10cm Pot Heritage Tomato,192
QA111,ANSELL GARDEN CENTRE,10cm Sweet Potato Tray of 10,392
QA111,ANSELL GARDEN CENTRE,1L Pot Herb Tray of 8,1019.04
QA111,ANSELL GARDEN CENTRE,1L Pot Veg Tray of 8,265.6
QA111,ANSELL GARDEN CENTRE,8.5cm Pot Herb Tray of 18,262.08
QA111,ANSELL GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,435.6
QA111,ANSELL GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,0
QA111,ANSELL GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,5307.12
QA111,ANSELL GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,1542.24
QA111,ANSELL GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA111,ANSELL GARDEN CENTRE,Bare root Wallflowers,0
QA111,ANSELL GARDEN CENTRE,Point of Sale,0
QA111,ANSELL GARDEN CENTRE,Q Sleeve Wallflowers,0
QA111,ANSELL GARDEN CENTRE,Strawberry Carry Packs Tray of 6,523.8
QA111,ANSELL GARDEN CENTRE,Strip Vegetables Tray of 6,864.9
QA111,ANSELL GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,0
QR117,APPLE CAST,10cm Bean/Pea Range - Trays of 10,0
QR117,APPLE CAST,10cm Grafted Vegetable Trays of 10,0
QR117,APPLE CAST,10cm Pot Chilli Tray of 10,0
QR117,APPLE CAST,10cm Pot Heritage Tomato,0
QR117,APPLE CAST,10cm Sweet Potato Tray of 10,0
QR117,APPLE CAST,1L Pot Herb Tray of 8,0
QR117,APPLE CAST,1L Pot Veg Tray of 8,0
QR117,APPLE CAST,8.5cm Pot Herb Tray of 18,93.6
QR117,APPLE CAST,8.5cm Pot Strawberry Tray of 18,59.4
QR117,APPLE CAST,8.5cm Pot Sweet Pea Tray of 18,0
QR117,APPLE CAST,8.5cm Pot vegetables Tray of 18,70.2
QR117,APPLE CAST,8.5cm Premium Pot Veg Tray of 18,15.12
QR117,APPLE CAST,8.5cm Wildflower Tray of 18,0
QR117,APPLE CAST,Bare root Wallflowers,0
QR117,APPLE CAST,Point of Sale,0
QR117,APPLE CAST,Q Sleeve Wallflowers,0
QR117,APPLE CAST,Strawberry Carry Packs Tray of 6,0
QR117,APPLE CAST,Strip Vegetables Tray of 6,158.1
QR117,APPLE CAST,Sweet Pea Carry Packs Tray of 6,11.64
QA38,ARCHERS LOW NURSERY,10cm Bean/Pea Range - Trays of 10,0
QA38,ARCHERS LOW NURSERY,10cm Grafted Vegetable Trays of 10,0
QA38,ARCHERS LOW NURSERY,10cm Pot Chilli Tray of 10,0
QA38,ARCHERS LOW NURSERY,10cm Pot Heritage Tomato,0
QA38,ARCHERS LOW NURSERY,10cm Sweet Potato Tray of 10,0
QA38,ARCHERS LOW NURSERY,1L Pot Herb Tray of 8,1775.6
QA38,ARCHERS LOW NURSERY,1L Pot Veg Tray of 8,0
QA38,ARCHERS LOW NURSERY,8.5cm Pot Herb Tray of 18,1553.76
QA38,ARCHERS LOW NURSERY,8.5cm Pot Strawberry Tray of 18,0
QA38,ARCHERS LOW NURSERY,8.5cm Pot Sweet Pea Tray of 18,541.44
QA38,ARCHERS LOW NURSERY,8.5cm Pot vegetables Tray of 18,1726.92
QA38,ARCHERS LOW NURSERY,8.5cm Premium Pot Veg Tray of 18,710.64
QA38,ARCHERS LOW NURSERY,8.5cm Wildflower Tray of 18,0
QA38,ARCHERS LOW NURSERY,Bare root Wallflowers,0
QA38,ARCHERS LOW NURSERY,Point of Sale,0
QA38,ARCHERS LOW NURSERY,Q Sleeve Wallflowers,234
QA38,ARCHERS LOW NURSERY,Strawberry Carry Packs Tray of 6,0
QA38,ARCHERS LOW NURSERY,Strip Vegetables Tray of 6,2957.4
QA38,ARCHERS LOW NURSERY,Sweet Pea Carry Packs Tray of 6,0
QA126,ARENA ONLINE LIMITED,10cm Bean/Pea Range - Trays of 10,0
QA126,ARENA ONLINE LIMITED,10cm Grafted Vegetable Trays of 10,0
QA126,ARENA ONLINE LIMITED,10cm Pot Chilli Tray of 10,0
QA126,ARENA ONLINE LIMITED,10cm Pot Heritage Tomato,0
QA126,ARENA ONLINE LIMITED,10cm Sweet Potato Tray of 10,0
QA126,ARENA ONLINE LIMITED,1L Pot Herb Tray of 8,0
QA126,ARENA ONLINE LIMITED,1L Pot Veg Tray of 8,0
QA126,ARENA ONLINE LIMITED,8.5cm Pot Herb Tray of 18,1123.2
QA126,ARENA ONLINE LIMITED,8.5cm Pot Strawberry Tray of 18,0
QA126,ARENA ONLINE LIMITED,8.5cm Pot Sweet Pea Tray of 18,0
QA126,ARENA ONLINE LIMITED,8.5cm Pot vegetables Tray of 18,0
QA126,ARENA ONLINE LIMITED,8.5cm Premium Pot Veg Tray of 18,0
QA126,ARENA ONLINE LIMITED,8.5cm Wildflower Tray of 18,0
QA126,ARENA ONLINE LIMITED,Bare root Wallflowers,0
QA126,ARENA ONLINE LIMITED,Point of Sale,0
QA126,ARENA ONLINE LIMITED,Q Sleeve Wallflowers,0
QA126,ARENA ONLINE LIMITED,Strawberry Carry Packs Tray of 6,0
QA126,ARENA ONLINE LIMITED,Strip Vegetables Tray of 6,0
QA126,ARENA ONLINE LIMITED,Sweet Pea Carry Packs Tray of 6,0
QA35,ART NURSERY & GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QA35,ART NURSERY & GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,0
QA35,ART NURSERY & GARDEN CENTRE,10cm Pot Chilli Tray of 10,0
QA35,ART NURSERY & GARDEN CENTRE,10cm Pot Heritage Tomato,0
QA35,ART NURSERY & GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QA35,ART NURSERY & GARDEN CENTRE,1L Pot Herb Tray of 8,77.2
QA35,ART NURSERY & GARDEN CENTRE,1L Pot Veg Tray of 8,0
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Pot Herb Tray of 18,93.6
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,118.8
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,0
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,56.16
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,90.72
QA35,ART NURSERY & GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA35,ART NURSERY & GARDEN CENTRE,Bare root Wallflowers,0
QA35,ART NURSERY & GARDEN CENTRE,Point of Sale,0
QA35,ART NURSERY & GARDEN CENTRE,Q Sleeve Wallflowers,0
QA35,ART NURSERY & GARDEN CENTRE,Strawberry Carry Packs Tray of 6,23.28
QA35,ART NURSERY & GARDEN CENTRE,Strip Vegetables Tray of 6,734.7
QA35,ART NURSERY & GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,69.84
QM127,ASHTEAD PARK GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QM127,ASHTEAD PARK GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,0
QM127,ASHTEAD PARK GARDEN CENTRE,10cm Pot Chilli Tray of 10,0
QM127,ASHTEAD PARK GARDEN CENTRE,10cm Pot Heritage Tomato,0
QM127,ASHTEAD PARK GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QM127,ASHTEAD PARK GARDEN CENTRE,1L Pot Herb Tray of 8,2439.52
QM127,ASHTEAD PARK GARDEN CENTRE,1L Pot Veg Tray of 8,0
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Pot Herb Tray of 18,318.24
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,118.8
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,0
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,210.6
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,0
QM127,ASHTEAD PARK GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QM127,ASHTEAD PARK GARDEN CENTRE,Bare root Wallflowers,0
QM127,ASHTEAD PARK GARDEN CENTRE,Point of Sale,0
QM127,ASHTEAD PARK GARDEN CENTRE,Q Sleeve Wallflowers,292.5
QM127,ASHTEAD PARK GARDEN CENTRE,Strawberry Carry Packs Tray of 6,0
QM127,ASHTEAD PARK GARDEN CENTRE,Strip Vegetables Tray of 6,530.1
QM127,ASHTEAD PARK GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,0
QA46,AUTISM VENTURES WE GROW,10cm Bean/Pea Range - Trays of 10,0
QA46,AUTISM VENTURES WE GROW,10cm Grafted Vegetable Trays of 10,0
QA46,AUTISM VENTURES WE GROW,10cm Pot Chilli Tray of 10,0
QA46,AUTISM VENTURES WE GROW,10cm Pot Heritage Tomato,0
QA46,AUTISM VENTURES WE GROW,10cm Sweet Potato Tray of 10,0
QA46,AUTISM VENTURES WE GROW,1L Pot Herb Tray of 8,0
QA46,AUTISM VENTURES WE GROW,1L Pot Veg Tray of 8,0
QA46,AUTISM VENTURES WE GROW,8.5cm Pot Herb Tray of 18,0
QA46,AUTISM VENTURES WE GROW,8.5cm Pot Strawberry Tray of 18,0
QA46,AUTISM VENTURES WE GROW,8.5cm Pot Sweet Pea Tray of 18,0
QA46,AUTISM VENTURES WE GROW,8.5cm Pot vegetables Tray of 18,0
QA46,AUTISM VENTURES WE GROW,8.5cm Premium Pot Veg Tray of 18,0
QA46,AUTISM VENTURES WE GROW,8.5cm Wildflower Tray of 18,0
QA46,AUTISM VENTURES WE GROW,Bare root Wallflowers,0
QA46,AUTISM VENTURES WE GROW,Point of Sale,0
QA46,AUTISM VENTURES WE GROW,Q Sleeve Wallflowers,0
QA46,AUTISM VENTURES WE GROW,Strawberry Carry Packs Tray of 6,0
QA46,AUTISM VENTURES WE GROW,Strip Vegetables Tray of 6,334.8
QA46,AUTISM VENTURES WE GROW,Sweet Pea Carry Packs Tray of 6,0
QA108,AVALON GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QA108,AVALON GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,0
QA108,AVALON GARDEN CENTRE,10cm Pot Chilli Tray of 10,0
QA108,AVALON GARDEN CENTRE,10cm Pot Heritage Tomato,0
QA108,AVALON GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QA108,AVALON GARDEN CENTRE,1L Pot Herb Tray of 8,0
QA108,AVALON GARDEN CENTRE,1L Pot Veg Tray of 8,0
QA108,AVALON GARDEN CENTRE,8.5cm Pot Herb Tray of 18,0
QA108,AVALON GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,0
QA108,AVALON GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,0
QA108,AVALON GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,2541.24
QA108,AVALON GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,650.16
QA108,AVALON GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA108,AVALON GARDEN CENTRE,Bare root Wallflowers,0
QA108,AVALON GARDEN CENTRE,Point of Sale,0
QA108,AVALON GARDEN CENTRE,Q Sleeve Wallflowers,0
QA108,AVALON GARDEN CENTRE,Strawberry Carry Packs Tray of 6,0
QA108,AVALON GARDEN CENTRE,Strip Vegetables Tray of 6,3682.8
QA108,AVALON GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,104.76
QA25,AVERYS GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QA25,AVERYS GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,0
QA25,AVERYS GARDEN CENTRE,10cm Pot Chilli Tray of 10,0
QA25,AVERYS GARDEN CENTRE,10cm Pot Heritage Tomato,0
QA25,AVERYS GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QA25,AVERYS GARDEN CENTRE,1L Pot Herb Tray of 8,123.52
QA25,AVERYS GARDEN CENTRE,1L Pot Veg Tray of 8,0
QA25,AVERYS GARDEN CENTRE,8.5cm Pot Herb Tray of 18,767.52
QA25,AVERYS GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,316.8
QA25,AVERYS GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,0
QA25,AVERYS GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,1109.16
QA25,AVERYS GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,332.64
QA25,AVERYS GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA25,AVERYS GARDEN CENTRE,Bare root Wallflowers,0
QA25,AVERYS GARDEN CENTRE,Point of Sale,0
QA25,AVERYS GARDEN CENTRE,Q Sleeve Wallflowers,97.2
QA25,AVERYS GARDEN CENTRE,Strawberry Carry Packs Tray of 6,93.12
QA25,AVERYS GARDEN CENTRE,Strip Vegetables Tray of 6,2008.8
QA25,AVERYS GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,186.24
QA54,AVON MILL GARDEN LIMITED,10cm Bean/Pea Range - Trays of 10,192
QA54,AVON MILL GARDEN LIMITED,10cm Grafted Vegetable Trays of 10,0
QA54,AVON MILL GARDEN LIMITED,10cm Pot Chilli Tray of 10,0
QA54,AVON MILL GARDEN LIMITED,10cm Pot Heritage Tomato,0
QA54,AVON MILL GARDEN LIMITED,10cm Sweet Potato Tray of 10,0
QA54,AVON MILL GARDEN LIMITED,1L Pot Herb Tray of 8,277.92
QA54,AVON MILL GARDEN LIMITED,1L Pot Veg Tray of 8,0
QA54,AVON MILL GARDEN LIMITED,8.5cm Pot Herb Tray of 18,411.84
QA54,AVON MILL GARDEN LIMITED,8.5cm Pot Strawberry Tray of 18,811.8
QA54,AVON MILL GARDEN LIMITED,8.5cm Pot Sweet Pea Tray of 18,473.76
QA54,AVON MILL GARDEN LIMITED,8.5cm Pot vegetables Tray of 18,1109.16
QA54,AVON MILL GARDEN LIMITED,8.5cm Premium Pot Veg Tray of 18,302.4
QA54,AVON MILL GARDEN LIMITED,8.5cm Wildflower Tray of 18,0
QA54,AVON MILL GARDEN LIMITED,Bare root Wallflowers,0
QA54,AVON MILL GARDEN LIMITED,Point of Sale,0
QA54,AVON MILL GARDEN LIMITED,Q Sleeve Wallflowers,0
QA54,AVON MILL GARDEN LIMITED,Strawberry Carry Packs Tray of 6,0
QA54,AVON MILL GARDEN LIMITED,Strip Vegetables Tray of 6,3124.8
QA54,AVON MILL GARDEN LIMITED,Sweet Pea Carry Packs Tray of 6,104.76
QA51,AYLETT NURSERIES LTD.,10cm Bean/Pea Range - Trays of 10,552
QA51,AYLETT NURSERIES LTD.,10cm Grafted Vegetable Trays of 10,4661
QA51,AYLETT NURSERIES LTD.,10cm Pot Chilli Tray of 10,910.8
QA51,AYLETT NURSERIES LTD.,10cm Pot Heritage Tomato,360
QA51,AYLETT NURSERIES LTD.,10cm Sweet Potato Tray of 10,735
QA51,AYLETT NURSERIES LTD.,1L Pot Herb Tray of 8,910.96
QA51,AYLETT NURSERIES LTD.,1L Pot Veg Tray of 8,796.8
QA51,AYLETT NURSERIES LTD.,8.5cm Pot Herb Tray of 18,299.52
QA51,AYLETT NURSERIES LTD.,8.5cm Pot Strawberry Tray of 18,2138.4
QA51,AYLETT NURSERIES LTD.,8.5cm Pot Sweet Pea Tray of 18,812.16
QA51,AYLETT NURSERIES LTD.,8.5cm Pot vegetables Tray of 18,2681.64
QA51,AYLETT NURSERIES LTD.,8.5cm Premium Pot Veg Tray of 18,1149.12
QA51,AYLETT NURSERIES LTD.,8.5cm Wildflower Tray of 18,331.2
QA51,AYLETT NURSERIES LTD.,Bare root Wallflowers,0
QA51,AYLETT NURSERIES LTD.,Point of Sale,0
QA51,AYLETT NURSERIES LTD.,Q Sleeve Wallflowers,0
QA51,AYLETT NURSERIES LTD.,Strawberry Carry Packs Tray of 6,1222.2
QA51,AYLETT NURSERIES LTD.,Strip Vegetables Tray of 6,10797.3
QA51,AYLETT NURSERIES LTD.,Sweet Pea Carry Packs Tray of 6,698.4
QA107,AYLINGS GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QA107,AYLINGS GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,678.5
QA107,AYLINGS GARDEN CENTRE,10cm Pot Chilli Tray of 10,316.8
QA107,AYLINGS GARDEN CENTRE,10cm Pot Heritage Tomato,192
QA107,AYLINGS GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QA107,AYLINGS GARDEN CENTRE,1L Pot Herb Tray of 8,386
QA107,AYLINGS GARDEN CENTRE,1L Pot Veg Tray of 8,0
QA107,AYLINGS GARDEN CENTRE,8.5cm Pot Herb Tray of 18,374.4
QA107,AYLINGS GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,316.8
QA107,AYLINGS GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,270.72
QA107,AYLINGS GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,631.8
QA107,AYLINGS GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,120.96
QA107,AYLINGS GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QA107,AYLINGS GARDEN CENTRE,Bare root Wallflowers,0
QA107,AYLINGS GARDEN CENTRE,Point of Sale,0
QA107,AYLINGS GARDEN CENTRE,Q Sleeve Wallflowers,272.7
QA107,AYLINGS GARDEN CENTRE,Strawberry Carry Packs Tray of 6,174.6
QA107,AYLINGS GARDEN CENTRE,Strip Vegetables Tray of 6,1618.2
QA107,AYLINGS GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,174.6
QA101,AYLSHAM GARDEN CENTRE LTD,10cm Bean/Pea Range - Trays of 10,0
QA101,AYLSHAM GARDEN CENTRE LTD,10cm Grafted Vegetable Trays of 10,0
QA101,AYLSHAM GARDEN CENTRE LTD,10cm Pot Chilli Tray of 10,0
QA101,AYLSHAM GARDEN CENTRE LTD,10cm Pot Heritage Tomato,0
QA101,AYLSHAM GARDEN CENTRE LTD,10cm Sweet Potato Tray of 10,0
QA101,AYLSHAM GARDEN CENTRE LTD,1L Pot Herb Tray of 8,123.52
QA101,AYLSHAM GARDEN CENTRE LTD,1L Pot Veg Tray of 8,0
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Pot Herb Tray of 18,224.64
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Pot Strawberry Tray of 18,0
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Pot Sweet Pea Tray of 18,0
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Pot vegetables Tray of 18,0
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Premium Pot Veg Tray of 18,0
QA101,AYLSHAM GARDEN CENTRE LTD,8.5cm Wildflower Tray of 18,0
QA101,AYLSHAM GARDEN CENTRE LTD,Bare root Wallflowers,0
QA101,AYLSHAM GARDEN CENTRE LTD,Point of Sale,0
QA101,AYLSHAM GARDEN CENTRE LTD,Q Sleeve Wallflowers,0
QA101,AYLSHAM GARDEN CENTRE LTD,Strawberry Carry Packs Tray of 6,0
QA101,AYLSHAM GARDEN CENTRE LTD,Strip Vegetables Tray of 6,139.5
QA101,AYLSHAM GARDEN CENTRE LTD,Sweet Pea Carry Packs Tray of 6,0
QB112,BARDILLS GARDEN CENTRE,10cm Bean/Pea Range - Trays of 10,0
QB112,BARDILLS GARDEN CENTRE,10cm Grafted Vegetable Trays of 10,0
QB112,BARDILLS GARDEN CENTRE,10cm Pot Chilli Tray of 10,0
QB112,BARDILLS GARDEN CENTRE,10cm Pot Heritage Tomato,0
QB112,BARDILLS GARDEN CENTRE,10cm Sweet Potato Tray of 10,0
QB112,BARDILLS GARDEN CENTRE,1L Pot Herb Tray of 8,0
QB112,BARDILLS GARDEN CENTRE,1L Pot Veg Tray of 8,0
QB112,BARDILLS GARDEN CENTRE,8.5cm Pot Herb Tray of 18,112.32
QB112,BARDILLS GARDEN CENTRE,8.5cm Pot Strawberry Tray of 18,0
QB112,BARDILLS GARDEN CENTRE,8.5cm Pot Sweet Pea Tray of 18,135.36
QB112,BARDILLS GARDEN CENTRE,8.5cm Pot vegetables Tray of 18,3046.68
QB112,BARDILLS GARDEN CENTRE,8.5cm Premium Pot Veg Tray of 18,1254.96
QB112,BARDILLS GARDEN CENTRE,8.5cm Wildflower Tray of 18,0
QB112,BARDILLS GARDEN CENTRE,Bare root Wallflowers,0
QB112,BARDILLS GARDEN CENTRE,Point of Sale,0
QB112,BARDILLS GARDEN CENTRE,Q Sleeve Wallflowers,175.5
QB112,BARDILLS GARDEN CENTRE,Strawberry Carry Packs Tray of 6,0
QB112,BARDILLS GARDEN CENTRE,Strip Vegetables Tray of 6,5766
QB112,BARDILLS GARDEN CENTRE,Sweet Pea Carry Packs Tray of 6,46.56
QB185,BARN FARM PLANTS LIMITED,10cm Bean/Pea Range - Trays of 10,0
QB185,BARN FARM PLANTS LIMITED,10cm Grafted Vegetable Trays of 10,0
QB185,BARN FARM PLANTS LIMITED,10cm Pot Chilli Tray of 10,0
QB185,BARN FARM PLANTS LIMITED,10cm Pot Heritage Tomato,0
QB185,BARN FARM PLANTS LIMITED,10cm Sweet Potato Tray of 10,49
QB185,BARN FARM PLANTS LIMITED,1L Pot Herb Tray of 8,0
QB185,BARN FARM PLANTS LIMITED,1L Pot Veg Tray of 8,0
QB185,BARN FARM PLANTS LIMITED,8.5cm Pot Herb Tray of 18,842.4
QB185,BARN FARM PLANTS LIMITED,8.5cm Pot Strawberry Tray of 18,59.4
QB185,BARN FARM PLANTS LIMITED,8.5cm Pot Sweet Pea Tray of 18,0
QB185,BARN FARM PLANTS LIMITED,8.5cm Pot vegetables Tray of 18,1179.36
QB185,BARN FARM PLANTS LIMITED,8.5cm Premium Pot Veg Tray of 18,241.92
QB185,BARN FARM PLANTS LIMITED,8.5cm Wildflower Tray of 18,0
QB185,BARN FARM PLANTS LIMITED,Bare root Wallflowers,0
QB185,BARN FARM PLANTS LIMITED,Point of Sale,0
QB185,BARN FARM PLANTS LIMITED,Q Sleeve Wallflowers,0
QB185,BARN FARM PLANTS LIMITED,Strawberry Carry Packs Tray of 6,104.76
QB185,BARN FARM PLANTS LIMITED,Strip Vegetables Tray of 6,2241.3
QB185,BARN FARM PLANTS LIMITED,Sweet Pea Carry Packs Tray of 6,23.28
QB213,BARTERS FARM NURSERY LTD,10cm Bean/Pea Range - Trays of 10,0
QB213,BARTERS FARM NURSERY LTD,10cm Grafted Vegetable Trays of 10,678.5
QB213,BARTERS FARM NURSERY LTD,10cm Pot Chilli Tray of 10,0
QB213,BARTERS FARM NURSERY LTD,10cm Pot Heritage Tomato,0
QB213,BARTERS FARM NURSERY LTD,10cm Sweet Potato Tray of 10,0
QB213,BARTERS FARM NURSERY LTD,1L Pot Herb Tray of 8,108.08
QB213,BARTERS FARM NURSERY LTD,1L Pot Veg Tray of 8,0
QB213,BARTERS FARM NURSERY LTD,8.5cm Pot Herb Tray of 18,355.68
QB213,BARTERS FARM NURSERY LTD,8.5cm Pot Strawberry Tray of 18,0
QB213,BARTERS FARM NURSERY LTD,8.5cm Pot Sweet Pea Tray of 18,50.76
QB213,BARTERS FARM NURSERY LTD,8.5cm Pot vegetables Tray of 18,210.6
QB213,BARTERS FARM NURSERY LTD,8.5cm Premium Pot Veg Tray of 18,60.48
QB213,BARTERS FARM NURSERY LTD,8.5cm Wildflower Tray of 18,0
QB213,BARTERS FARM NURSERY LTD,Bare root Wallflowers,0
QB213,BARTERS FARM NURSERY LTD,Point of Sale,0
QB213,BARTERS FARM NURSERY LTD,Q Sleeve Wallflowers,0
QB213,BARTERS FARM NURSERY LTD,Strawberry Carry Packs Tray of 6,0
QB213,BARTERS FARM NURSERY LTD,Strip Vegetables Tray of 6,437.1
QB213,BARTERS FARM NURSERY LTD,Sweet Pea Carry Packs Tray of 6,11.64
QB151,BARTON GRANGE GROUP LTD,10cm Bean/Pea Range - Trays of 10,0
QB151,BARTON GRANGE GROUP LTD,10cm Grafted Vegetable Trays of 10,0
QB151,BARTON GRANGE GROUP LTD,10cm Pot Chilli Tray of 10,0
QB151,BARTON GRANGE GROUP LTD,10cm Pot Heritage Tomato,0
QB151,BARTON GRANGE GROUP LTD,10cm Sweet Potato Tray of 10,0
QB151,BARTON GRANGE GROUP LTD,1L Pot Herb Tray of 8,0
QB151,BARTON GRANGE GROUP LTD,1L Pot Veg Tray of 8,0
QB151,BARTON GRANGE GROUP LTD,8.5cm Pot Herb Tray of 18,149.76
QB151,BARTON GRANGE GROUP LTD,8.5cm Pot Strawberry Tray of 18,0
